City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,sosnovo-ozerskoye,52.5249,111.5418,-3.33,95,76,15.28,RU,1670193834
284,high level,58.5169,-117.136,12.31,52,40,12.66,CA,1670193834
285,sorong,-0.8833,131.25,79.7,83,100,5.73,ID,1670193835
286,alta floresta,-9.8756,-56.0861,71.56,98,94,3.29,BR,1670193835
287,havoysund,70.9963,24.6622,28.63,80,19,10.87,NO,1670193836
288,jalu,29.0331,21.5482,60.35,51,5,9.71,LY,1670193836
289,bermejillo,25.8833,-103.6167,83.03,33,62,5.46,MX,1670193837
290,florencia,43.7667,11.25,56.35,94,75,8.05,IT,1670193752
291,svetlogorsk,52.6333,29.7333,17.69,80,100,9.62,BY,1670193837
292,hasaki,35.7333,140.8333,46.8,75,100,21.85,JP,1670193838
293,ruwi,23.5996,58.5507,71.29,60,0,2.35,OM,1670193838
294,alofi,-19.0595,-169.9187,85.89,70,73,8.05,NU,1670193839
295,bethel,41.3712,-73.414,39.65,61,0,0.0,US,1670193658
296,mayang imphal,24.6167,93.8833,54.55,96,6,1.59,IN,1670193839
297,bang saphan,11.2126,99.5117,75.99,93,100,6.96,TH,1670193840
298,galich,58.3797,42.3475,8.19,91,69,4.5,RU,1670193840
299,eisenerz,47.5333,14.8833,38.08,95,99,6.17,AT,1670193841
300,taksimo,56.3444,114.8794,-7.22,89,100,3.65,RU,1670193841
301,norman wells,65.282,-126.8329,-7.56,77,20,2.3,CA,1670193842
302,agustin codazzi,10.0341,-73.2361,87.78,79,80,3.74,CO,1670193842
303,arys,42.4252,68.795,21.96,52,100,4.36,KZ,1670193842
304,hamza,40.4264,71.4956,35.55,94,100,0.98,UZ,1670193843
305,muli,2.9167,73.5667,79.16,80,100,8.5,MV,1670193844
306,sembe,1.6481,14.5806,73.92,85,88,2.3,CG,1670193844
307,mana,5.6592,-53.7767,75.31,90,99,3.2,GF,1670193845
308,fougamou,-1.2154,10.5838,73.36,97,69,0.4,GA,1670193845
309,sur,22.5667,59.5289,73.65,57,0,6.08,OM,1670193846
310,bredy,52.4153,60.3411,11.95,95,100,7.7,RU,1670193846
311,villa carlos paz,-31.4241,-64.4978,94.39,22,6,3.31,AR,1670193847
312,aswan,24.0934,32.907,61.9,48,0,5.75,EG,1670193847
313,doha,25.2867,51.5333,73.38,68,0,3.44,QA,1670193715
314,edd,13.9297,41.6925,79.27,57,4,16.4,ER,1670193848
315,anaco,9.4389,-64.4728,71.94,89,64,5.26,VE,1670193848
316,matamoros,25.5333,-103.25,83.1,33,48,2.75,MX,1670193849
317,safford,32.834,-109.7076,57.11,100,100,8.05,US,1670193849
318,jacksonville,30.3322,-81.6556,73.62,81,75,10.36,US,1670193167
319,port-cartier,50.0334,-66.8654,22.68,85,12,8.61,CA,1670193850
320,igarka,67.4667,86.5833,24.21,94,100,16.08,RU,1670193850
321,tabou,4.423,-7.3528,78.96,85,61,6.76,CI,1670193850
322,sawakin,19.1059,37.3321,79.63,76,16,9.35,SD,1670193851
323,ronneby,56.21,15.276,37.9,100,100,11.5,SE,1670193852
324,krasnoselkup,65.7,82.4667,16.36,95,100,13.76,RU,1670193852
325,havelock,34.8791,-76.9013,50.0,75,0,10.36,US,1670193853
326,okhotsk,59.3833,143.3,-25.53,85,15,12.73,RU,1670193853
327,pavlodar,52.3,76.95,-4.2,77,100,8.95,KZ,1670193854
328,ambilobe,-13.2,49.05,73.2,88,28,3.74,MG,1670193854
329,sebastian,35.1668,-94.2669,39.07,88,100,3.11,US,1670193854
330,chapais,49.7834,-74.8492,11.98,95,100,9.04,CA,1670193855
331,qaqortoq,60.7167,-46.0333,16.3,63,40,8.77,GL,1670193855
332,mackenzie,55.2999,-123.1698,7.02,78,100,6.91,CA,1670193611
333,fort nelson,58.8053,-122.7002,18.99,55,100,6.91,CA,1670193713
334,basoko,1.2391,23.616,70.68,93,84,3.76,CD,1670193856
335,constitucion,-35.3333,-72.4167,62.17,65,1,16.24,CL,1670193657
336,faanui,-16.4833,-151.75,80.35,76,13,14.74,PF,1670193857
337,ostrovnoy,68.0531,39.5131,22.53,89,97,14.47,RU,1670193857
338,barra do garcas,-15.89,-52.2567,72.45,95,100,4.83,BR,1670193858
339,pilar,-9.5972,-35.9567,73.33,91,44,6.73,BR,1670193858
340,syumsi,57.1111,51.6149,1.96,95,71,4.85,RU,1670193859
341,lata,40.1629,-8.3327,55.81,81,90,5.97,PT,1670193859
342,touros,-5.1989,-35.4608,78.69,75,64,14.14,BR,1670193859
343,gilgit,35.9221,74.3087,39.69,48,100,1.16,PK,1670193860
344,sabang,5.8933,95.3214,80.91,76,100,13.02,ID,1670193860
345,tezu,27.9167,96.1667,60.22,33,0,4.76,IN,1670193861
346,antofagasta,-23.65,-70.4,65.48,73,8,3.87,CL,1670193857
347,sondrio,46.169,9.8692,49.08,99,100,3.27,IT,1670193862
348,chokurdakh,70.6333,147.9167,-39.93,100,45,3.8,RU,1670193862
349,santa maria,-29.6842,-53.8069,69.1,100,40,3.44,BR,1670193863
350,balakhta,55.38,91.6,-13.23,100,39,0.98,RU,1670193863
351,russell,32.3502,-85.1999,65.8,72,0,6.91,US,1670193864
352,bud,39.447,-86.1758,38.68,42,3,6.2,US,1670193864
353,kaitangata,-46.2817,169.8464,52.75,65,100,1.66,NZ,1670193864
354,shetpe,44.1667,52.1167,15.98,59,0,6.33,KZ,1670193865
355,vavoua,7.3819,-6.4778,72.73,90,73,2.28,CI,1670193865
356,vila velha,-20.3297,-40.2925,71.55,97,75,2.3,BR,1670193866
357,kurilsk,45.2333,147.8833,25.72,75,100,27.81,RU,1670193866
358,taihe,30.8712,105.3845,43.25,89,74,1.52,CN,1670193867
359,maldonado,-34.6667,-54.9167,74.59,87,0,8.3,UY,1670193867
360,cangucu,-31.395,-52.6756,72.61,93,73,7.63,BR,1670193867
361,maceio,-9.6658,-35.7353,74.64,94,75,5.75,BR,1670193868
362,charlestown,-32.95,151.6667,75.11,69,5,5.01,AU,1670193868
363,jobner,26.9667,75.3833,54.82,36,0,5.12,IN,1670193869
364,talas,38.6908,35.5538,30.87,93,20,2.3,TR,1670193869
365,burns lake,54.2331,-125.7533,8.02,82,6,2.44,CA,1670193870
366,cordoba,-31.4135,-64.1811,97.75,14,20,10.36,AR,1670193696
367,buritizeiro,-17.3511,-44.9622,70.72,89,100,2.71,BR,1670193870
368,north bend,43.4065,-124.2243,53.24,89,100,6.91,US,1670193871
369,istmina,5.1605,-76.684,72.12,97,94,3.33,CO,1670193871
370,asau,46.4333,26.4,27.52,98,100,3.56,RO,1670193872
371,maltahohe,-24.8333,16.9833,67.57,21,35,11.72,NA,1670193872
372,nalut,30.3333,10.85,63.16,24,1,9.33,LY,1670193872
373,valdosta,30.8327,-83.2785,71.55,72,20,5.75,US,1670193873
374,altus,34.6381,-99.334,60.31,56,0,6.91,US,1670193873
375,champerico,14.3,-91.9167,84.74,75,0,5.41,GT,1670193874
376,pitiquito,30.7,-112.0833,70.77,68,100,3.13,MX,1670193874
377,vila franca do campo,37.7167,-25.4333,57.61,79,45,7.34,PT,1670193874
378,ballina,-28.8667,153.5667,74.79,83,48,7.67,AU,1670193875
379,marienburg,54.0359,19.0266,33.89,89,100,8.23,PL,1670193875
380,esik,43.3552,77.4525,13.42,95,100,0.74,KZ,1670193876
381,saskylakh,71.9167,114.0833,-9.45,96,100,15.68,RU,1670193876
382,sao joao da barra,-21.6403,-41.0511,75.29,87,100,20.33,BR,1670193876
383,grootfontein,-19.5667,18.1167,78.62,31,71,5.03,NA,1670193877
384,yulara,-25.2406,130.9889,89.82,14,2,17.11,AU,1670193877
385,pasni,25.2631,63.471,71.82,61,0,6.85,PK,1670193878
386,dunedin,-45.8742,170.5036,53.8,69,98,8.01,NZ,1670193721
387,pathein,16.7833,94.7333,74.39,86,92,5.1,MM,1670193878
388,juneau,58.3019,-134.4197,31.21,80,20,3.44,US,1670193879
389,ixhuatan,16.3569,-94.4825,79.88,67,7,17.47,MX,1670193879
390,arlit,18.7369,7.3853,77.67,17,78,7.83,NE,1670193880
391,ushtobe,45.2514,77.9838,13.06,92,100,1.63,KZ,1670193880
392,katima mulilo,-17.5,24.2667,77.27,31,8,4.18,NA,1670193880
393,altay,47.8667,88.1167,18.18,88,100,2.26,CN,1670193881
394,saint-pierre,-21.3393,55.4781,73.9,64,0,5.75,RE,1670193881
395,port macquarie,-31.4333,152.9167,74.89,61,14,7.05,AU,1670193857
396,bonfim,3.0833,-59.95,73.53,94,100,2.93,BR,1670193882
397,goderich,43.7501,-81.7165,36.91,55,28,17.27,CA,1670193829
398,kitimat,54.0524,-128.6534,17.98,71,1,5.86,CA,1670193790
399,inirida,3.8653,-67.9239,74.98,92,71,0.45,CO,1670193883
400,clonakilty,51.6231,-8.8706,40.21,82,87,19.37,IE,1670193883
401,saint george,37.1041,-113.5841,61.95,46,0,3.0,US,1670193884
402,chibombo,-14.6569,28.0706,70.2,42,81,4.38,ZM,1670193884
403,east london,-33.0153,27.9116,67.91,90,100,17.52,ZA,1670193884
404,roald,62.5833,6.1333,38.75,75,75,10.36,NO,1670193885
405,formosa do rio preto,-11.0483,-45.1931,69.49,95,77,3.94,BR,1670193885
406,pucallpa,-8.3791,-74.5539,86.04,58,20,6.91,PE,1670193886
407,shingu,33.7333,135.9833,49.23,63,81,4.79,JP,1670193886
408,nantucket,41.2835,-70.0995,39.31,64,0,5.75,US,1670193672
409,gradacac,44.8808,18.4269,38.59,93,73,2.71,BA,1670193887
410,jacareacanga,-6.2222,-57.7528,75.61,93,74,0.69,BR,1670193887
411,erzin,36.9559,36.2,56.68,56,2,3.53,TR,1670193887
412,boa vista,2.8197,-60.6733,71.58,100,75,3.44,BR,1670193888
413,miranda,3.2499,-76.2281,69.93,94,82,1.12,CO,1670193888
414,vila do maio,15.1333,-23.2167,70.59,64,60,6.87,CV,1670193889
415,san patricio,28.017,-97.5169,68.09,74,93,6.02,US,1670193889
416,abbeville,50.1,1.8333,37.26,86,100,5.41,FR,1670193507
417,senanga,-16.1167,23.2667,73.45,38,16,3.58,ZM,1670193890
418,makakilo city,21.3469,-158.0858,79.45,63,75,10.36,US,1670193890
419,irbil,36.1926,44.0106,46.22,100,22,4.61,IQ,1670193890
420,singkang,2.1006,102.7994,74.79,95,100,2.13,MY,1670193891
421,inuvik,68.3499,-133.7218,-6.74,77,40,10.36,CA,1670193891
422,show low,34.2542,-110.0298,51.08,97,100,11.5,US,1670193892
423,stillwater,36.1156,-97.0584,53.87,57,0,6.91,US,1670193892
424,pastavy,55.1168,26.8326,22.17,86,100,10.71,BY,1670193892
425,lashio,22.9333,97.75,54.0,84,3,2.04,MM,1670193893
426,baghdad,33.3406,44.4009,55.31,100,88,8.05,IQ,1670193876
427,codrington,-38.2667,141.9667,56.12,79,100,17.67,AU,1670193893
428,mackay,-21.15,149.2,83.68,67,0,3.2,AU,1670193894
429,kargil,34.5667,76.1,20.61,38,84,2.71,IN,1670193894
430,liepaja,56.5419,21.0367,31.98,93,100,9.22,LV,1670193895
431,rosarito,32.3333,-117.0333,73.42,74,11,8.66,MX,1670193629
432,daru,-9.0763,143.2092,84.78,61,89,4.25,PG,1670193895
433,visnes,59.3556,5.2242,32.22,80,100,8.05,NO,1670193896
434,maragheh,37.3917,46.2398,32.63,68,95,10.2,IR,1670193896
435,ambovombe,-25.1667,46.0833,73.99,83,85,4.09,MG,1670193897
436,yenagoa,4.9247,6.2642,77.52,89,18,5.59,NG,1670193897
437,naze,28.3667,129.4833,65.32,88,81,15.66,JP,1670193897
438,muscat,23.6139,58.5922,71.62,60,0,2.48,OM,1670193602
439,hoima,1.4356,31.3436,64.51,94,100,1.74,UG,1670193898
440,strai,58.2,7.9,30.79,69,75,11.5,NO,1670193899
441,kashi,39.4547,75.9797,20.41,49,20,6.71,CN,1670193899
442,helena,46.5927,-112.0361,33.17,61,75,4.0,US,1670193660
443,tshane,-24.0196,21.8684,83.03,22,45,10.96,BW,1670193900
444,ostersund,63.1792,14.6357,19.62,100,100,45.99,SE,1670193900
445,byron bay,-28.65,153.6167,74.71,68,77,9.98,AU,1670193888
446,comodoro rivadavia,-45.8667,-67.5,73.26,25,20,17.27,AR,1670193901
447,nenjiang,49.1833,125.2167,-17.1,94,11,5.84,CN,1670193901
448,bafoulabe,13.8065,-10.8321,82.62,20,96,3.29,ML,1670193901
449,nadym,65.5333,72.5167,22.84,89,100,13.09,RU,1670193902
450,bharwari,25.55,81.5,57.29,50,61,1.14,IN,1670193902
451,birjand,32.8663,59.2211,36.07,51,0,9.22,IR,1670193903
452,apatou,5.155,-54.3472,72.72,98,98,0.45,GF,1670193904
453,alihe,50.5667,123.7167,-18.35,97,21,3.51,CN,1670193904
454,mikhaylovka,50.06,43.2379,10.78,77,2,6.98,RU,1670193905
455,ambajogai,18.7333,76.3833,67.77,65,75,6.49,IN,1670193905
456,pisco,-13.7,-76.2167,69.85,73,0,14.97,PE,1670193906
457,alegrete,-29.7831,-55.7919,81.25,54,28,15.39,BR,1670193843
458,guadalupe y calvo,26.1,-106.9667,65.66,36,40,7.0,MX,1670193906
459,namatanai,-3.6667,152.4333,81.99,76,100,5.48,PG,1670193907
460,kokopo,-4.352,152.2633,81.7,75,92,5.82,PG,1670193907
461,iqaluit,63.7506,-68.5145,28.13,100,100,12.66,CA,1670193908
462,santa,17.486,120.4348,75.4,79,68,5.14,PH,1670193908
463,besikduzu,41.052,39.2284,53.49,87,97,0.16,TR,1670193908
464,walvis bay,-22.9575,14.5053,60.1,77,10,3.44,NA,1670193909
465,lesnoy,57.6198,63.0784,9.66,98,97,5.75,RU,1670193909
466,hay river,60.8156,-115.7999,4.98,61,75,14.97,CA,1670193746
467,yeniseysk,58.4497,92.1703,-14.12,100,42,2.15,RU,1670193910
468,curillo,1.0333,-75.9191,79.16,76,88,1.03,CO,1670193911
469,dhidhdhoo,6.8833,73.1,77.79,81,100,2.13,MV,1670193911
470,lins,-21.6786,-49.7425,70.2,96,100,5.14,BR,1670193912
471,lattes,43.5675,3.9046,38.41,93,0,2.3,FR,1670193912
472,kinablangan,7.6947,126.5503,77.4,87,100,0.92,PH,1670193913
473,northam,51.0333,-4.2167,40.39,76,100,13.6,GB,1670193913
474,gamba,-2.65,10.0,76.89,90,100,5.19,GA,1670193914
475,nador,35.174,-2.9287,57.45,94,20,2.3,MA,1670193914
476,sistranda,63.7256,8.834,30.16,72,100,16.28,NO,1670193915
477,kavaratti,10.5669,72.642,81.34,77,92,7.67,IN,1670193915
478,wuning,29.2589,120.2311,43.11,92,100,5.17,CN,1670193916
479,sydney,-33.8679,151.2073,78.62,64,0,8.05,AU,1670193675
480,santa cruz,-17.8,-63.1667,96.85,28,40,8.05,BO,1670193904
481,mathbaria,22.2876,89.9593,61.18,80,1,5.59,BD,1670193917
482,tottori,35.5,134.2333,48.27,61,75,6.91,JP,1670193917
483,san,13.3034,-4.8956,83.73,31,100,7.34,ML,1670193699
484,petropavlovsk-kamchatskiy,53.0452,158.6483,1.99,60,0,8.95,RU,1670193918
485,colares,38.7992,-9.4469,57.76,88,99,8.01,PT,1670193918
486,ciudad bolivar,8.1222,-63.5497,82.74,59,91,5.46,VE,1670193918
487,novikovo,51.1537,37.8879,16.65,68,18,9.26,RU,1670193919
488,tura,25.5198,90.2201,59.14,85,0,3.78,IN,1670193919
489,chicama,-7.8447,-79.1469,66.74,70,5,7.27,PE,1670193920
490,sabha,27.0377,14.4283,66.7,23,1,9.69,LY,1670193920
491,zaysan,47.4667,84.8667,10.65,94,100,0.74,KZ,1670193921
492,marshall,34.3834,-86.3333,53.42,59,0,3.44,US,1670193465
493,savannakhet,16.566,104.751,69.75,83,28,13.29,LA,1670193921
494,egvekinot,66.3167,-179.1667,27.37,99,100,5.99,RU,1670193922
495,rio grande,-32.035,-52.0986,77.11,88,12,11.74,BR,1670193922
496,timmins,48.4669,-81.3331,17.42,86,100,2.3,CA,1670193923
497,lyubech,51.7026,30.6569,18.39,71,99,10.6,UA,1670193923
498,cheney,47.4874,-117.5758,25.99,79,75,6.91,US,1670193738
499,ormara,25.2088,64.6357,72.93,61,0,7.43,PK,1670193924
500,ulladulla,-35.35,150.4667,79.66,46,10,4.7,AU,1670193924
501,ialibu,-6.2821,143.9935,62.87,80,94,2.75,PG,1670193925
502,rajgurunagar,18.8667,73.9,73.99,68,99,2.91,IN,1670193925
503,abnub,27.2696,31.1511,59.22,66,0,10.49,EG,1670193926
504,bereznik,62.8551,42.7072,11.28,88,89,6.89,RU,1670193926
505,ngudu,-2.9667,33.3333,66.99,83,100,5.17,TZ,1670193927
506,tiarei,-17.5333,-149.3333,86.02,79,16,15.55,PF,1670193927
507,agua branca,-5.8922,-42.6361,78.69,57,96,4.45,BR,1670193928
508,vaitape,-16.5167,-151.75,80.35,76,14,14.79,PF,1670193928
509,fruitvale,39.0817,-108.4968,51.91,52,20,10.36,US,1670193929
510,sibu,2.3,111.8167,73.71,100,40,3.44,MY,1670193929
511,tananger,58.9333,5.6,31.32,82,0,0.0,NO,1670193930
512,benghazi,32.1167,20.0667,65.12,56,86,14.61,LY,1670193930
513,zeya,53.75,127.2667,-15.59,97,94,1.61,RU,1670193932
514,hauterive,46.0901,3.4459,34.56,98,99,2.66,FR,1670193933
515,sobolevo,54.4299,31.8996,14.32,87,100,9.42,RU,1670193933
516,santa isabel do rio negro,-0.4139,-65.0192,74.97,96,90,3.09,BR,1670193934
517,koroni,36.8,21.95,59.07,74,25,11.27,GR,1670193934
518,luba,3.4568,8.5547,80.33,84,12,8.23,GQ,1670193935
519,sao gabriel da cachoeira,-0.1303,-67.0892,74.12,96,97,1.12,BR,1670193935
520,hirna,9.2167,41.1,57.2,49,16,1.88,ET,1670193935
521,teknaf,20.8624,92.3058,69.21,77,22,7.18,BD,1670193936
522,tarancon,40.0085,-3.0073,43.21,85,30,4.25,ES,1670193936
523,half moon bay,37.4636,-122.4286,62.82,73,40,12.66,US,1670193937
524,barra patuca,15.8,-84.2833,77.86,79,24,13.65,HN,1670193937
525,bubaque,11.2833,-15.8333,79.9,69,96,13.87,GW,1670193938
526,kamenka,51.3223,42.7678,14.32,68,2,5.91,RU,1670193938
527,fujin,47.26,132.0322,-0.44,86,7,9.31,CN,1670193938
528,almenara,-16.1836,-40.6944,69.89,98,100,3.87,BR,1670193939
529,troitskoye,52.9821,84.6757,7.86,90,100,3.13,RU,1670193939
530,myitkyina,25.3833,97.4,56.75,75,1,2.62,MM,1670193940
531,tucurui,-3.7661,-49.6725,75.04,92,96,2.84,BR,1670193940
532,mbabane,-26.3167,31.1333,61.3,98,46,3.33,SZ,1670193940
533,adeje,28.1227,-16.726,70.56,79,40,16.11,ES,1670193941
534,lakes entrance,-37.8811,147.981,67.46,66,100,6.11,AU,1670193942
535,batemans bay,-35.7167,150.1833,81.93,41,26,2.98,AU,1670193942
536,black river,18.0264,-77.8487,76.3,64,34,7.9,JM,1670193942
537,ichchapuram,19.1167,84.7,67.95,85,8,5.55,IN,1670193943
538,plettenberg bay,-34.0527,23.3716,57.11,85,42,6.93,ZA,1670193943
539,tateyama,34.9833,139.8667,52.11,81,100,17.76,JP,1670193944
540,along,28.1667,94.7667,52.05,72,0,1.72,IN,1670193944
541,salalah,17.0151,54.0924,75.29,73,40,3.44,OM,1670193944
542,paragominas,-2.9667,-47.4833,74.43,87,100,2.57,BR,1670193833
543,mount gambier,-37.8333,140.7667,56.21,76,100,12.5,AU,1670193945
544,wasilla,61.5814,-149.4394,24.73,85,20,3.44,US,1670193817
545,kapit,2.0167,112.9333,72.09,97,100,0.87,MY,1670193656
546,necochea,-38.5473,-58.7368,61.14,85,19,7.31,AR,1670193946
547,nouadhibou,20.931,-17.0347,66.18,88,0,6.91,MR,1670193946
548,tenali,16.2425,80.6398,72.05,96,16,5.35,IN,1670193947
549,gizo,-8.103,156.8419,83.05,75,100,12.93,SB,1670193947
550,panama city,8.9936,-79.5197,80.55,79,75,6.91,PA,1670193704
551,lumphat,13.4878,106.9816,70.09,92,26,4.0,KH,1670193948
552,zheleznodorozhnyy,55.7503,38.0042,14.43,89,92,5.28,RU,1670193948
553,ankpa,7.3706,7.6253,78.31,42,12,2.86,NG,1670193949
554,banda aceh,5.5577,95.3222,78.42,80,100,8.86,ID,1670193949
555,anupgarh,29.1911,73.2086,61.65,26,0,5.55,IN,1670193950
556,diamantino,-14.4086,-56.4461,73.78,85,98,4.18,BR,1670193950
557,okmulgee,35.6234,-95.9605,46.26,61,75,10.36,US,1670193950
558,brenes,37.5494,-5.8714,57.85,91,20,2.3,ES,1670193951
559,port blair,11.6667,92.75,79.93,80,98,13.09,IN,1670193952
560,boguchany,58.3814,97.4531,-5.76,98,70,5.23,RU,1670193952
561,greymouth,-42.4667,171.2,58.91,75,93,6.04,NZ,1670193953
562,atyrau,47.1167,51.8833,3.22,72,0,4.47,KZ,1670193953
563,manadhoo,5.7667,73.3833,78.19,80,100,6.44,MV,1670193954
564,alyangula,-13.8483,136.4192,84.51,68,74,10.31,AU,1670193954
565,sioux lookout,50.1001,-91.917,12.27,85,100,10.36,CA,1670193954
566,mundo nuevo,18.7,-95.5,76.05,81,93,11.23,MX,1670193955
567,pedernales,18.0384,-71.744,76.26,76,1,0.16,DO,1670193955
568,vysokogornyy,50.1167,139.15,-12.68,93,95,8.01,RU,1670193955
569,mayya,61.7333,130.2811,-33.48,99,100,4.27,RU,1670193956
